company,location,education,skills,job_type,salary,job_experience,job_role,min_experience,max_experience,experience_level,skill_count,top_skill,salary_lpa
Evolent Health,Pune,postgraduate,"business intelligence, it skills, python, testing, credentialing, medicare, feedback, us healthcare",contract,589363.0,0-6,Sr NLP & Text Mining Data Scientist,0.0,6.0,Senior,8,business intelligence,5.89
Creative Hands HR Consultancy,"Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Vadodara",undergraduate,"python, machine learning, data scientist, it skills, php, artificial intelligence, software testing, freshers",full-time,1179026.0,6-8,"Data Scientist/ Machine Learning, 2022 Passout Can also apply",6.0,8.0,Senior,8,python,11.79
techcarrot FZ LLC,Hyderabad/Secunderabad,undergraduate,"it skills, python, data science, machine learning, cloud, devops, azure, san",full-time,1092762.0,5-7,Senior Data Scientist,5.0,7.0,Senior,8,it skills,10.93
Tridiagonal Solutions Pvt. Ltd.,Pune,unknown,"relationship management, mining, computer science, data management, pharma, consulting, workflow, data quality",full-time,1199468.0,7-8,Senior Data Scientist,7.0,8.0,Senior,8,relationship management,11.99
PayPal,Chennai,undergraduate,"unix, operations research, sas, data management, risk analytics, project management, data collection, data mining",full-time,1844835.0,0-1,Data Scientist 1,0.0,1.0,Entry,8,unix,18.45
Muthoot Microfin,"Kochi/Cochin, Ernakulam",undergraduate,"predictive modeling, business intelligence, power bi, business analytics, sas, qlik sense, scripting languages, data mining",contract,1160702.0,4-7,Data Scientist,4.0,7.0,Senior,8,predictive modeling,11.61
PayU Payments,Gurgaon/Gurugram,postgraduate,"pyspark, fraud modelling, risk, data scientist, python, sas, predictive analytics, big data",contract,1271627.0,5-6,Data Scientist (Risk / Fraud Experience is must),5.0,6.0,Senior,8,pyspark,12.72
BNY Mellon,Pune,undergraduate,"training, advanced analytics, data science, programming, representative, management, financial services, analytics",contract,399381.0,6-7,"Specialist, Data Scientist",6.0,7.0,Senior,8,training,3.99
Salesforce,Hyderabad/Secunderabad,undergraduate,"data analysis, production engineering, machine learning, salesforce.com, open source, analytics, sql, python",full-time,1556175.0,2-7,"Data Scientist, Enablement",2.0,7.0,Senior,8,data analysis,15.56
PayPal,Chennai,undergraduate,"computer science, product engineering, data science, project management, consulting, machine learning, engineering design, financial services",full-time,986412.0,2-6,"Data Scientist, Product Analytics",2.0,6.0,Senior,8,computer science,9.86
PayPal,Chennai,postgraduate,"remediation, data analysis, project management, analytical, back office, linear regression, analytics, financial services",contract,1434875.0,1-6,Data Scientist,1.0,6.0,Senior,8,remediation,14.35
PayPal,Chennai,postgraduate,"computer science, statistical programming, data modeling, analytical, machine learning, qlikview, business intelligence, financial services",full-time,303836.0,0-6,Data Scientist 1,0.0,6.0,Senior,8,computer science,3.04
Impetus,Gurgaon/Gurugram,undergraduate,"natural language, hive, nlp, vision, hyperparameter tuning, data wrangling, machine learning, tensorflow",contract,1414623.5,4-7,Data Scientist,4.0,7.0,Senior,8,natural language,14.15
CHANGE LEADERS CONSULTING,"Hyderabad/Secunderabad, Bangalore/Bengaluru",undergraduate,"logistic regression, r programming, python, machine learning, statistical modeling, analytical, advanced statistics, sql",full-time,1995006.0,5-7,Sr. Associate - Data scientist -Affine.Ai,5.0,7.0,Senior,8,logistic regression,19.95
CHANGE LEADERS CONSULTING,"Hyderabad/Secunderabad, Bangalore/Bengaluru",undergraduate,"advanced statistics, python, analytical, statistical modeling, r programming, machine learning, logistic regression, it skills",full-time,2270132.0,4-5,Sr. Associate - Data scientist -Affine.Ai,4.0,5.0,Mid,8,advanced statistics,22.7
KWALEE INDIA PRIVATE LIMITED,Bangalore/Bengaluru,undergraduate,"data science, tensorflow, nosql, data management, statistical modeling, data analysis, machine learning, deep learning",full-time,582516.0,0-4,Junior Data Scientist,0.0,4.0,Mid,8,data science,5.83
Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,postgraduate,"data analytics, data scientist, machine learning, data analysis, python, sas, data engineering, sql",contract,2386869.0,3-5,Manager - Data Scientist - Analytics,3.0,5.0,Mid,8,data analytics,23.87
Hucon Solutions,Kolkata,undergraduate,"data scientist, data modeling, analytics, it skills, cloud, r, tableau, machine learning",full-time,2167751.0,1-2,Need immediate joiners - Data Scientist,1.0,2.0,Entry,8,data scientist,21.68
TalentCo Search Pvt Ltd,Pune,postgraduate,"end to end, eda, visualizations, insights, monitoring, modelling, problem scoping, r",contract,858350.0,3-4,Lead Data Scientist - CPG/BFSI/Healthcare Domain,3.0,4.0,Mid,8,end to end,8.58
Career Infosystem,Noida,unknown,"machine learning, predictive modeling, mongodb, spark, python, deep learning stack, nlp, hadoop",contract,2273631.0,6-8,Data Scientist - Machine Learning,6.0,8.0,Senior,8,machine learning,22.74
Confidential,Hyderabad/Secunderabad,undergraduate,"software development, data mining, machine learning, java, c#, hadoop, communication, c++",full-time,1887515.0,2-5,Data Analyst/data Scientist - C++/c#/java,2.0,5.0,Mid,8,software development,18.88
Confidential,Hyderabad/Secunderabad,unknown,"c#, java, architecting, c++, software development, data scientist, hadoop, data analysis",full-time,2072742.0,5-7,Data Analyst / Data Scientist - C++/c#/java,5.0,7.0,Senior,8,c#,20.73
Confidential,Hyderabad/Secunderabad,undergraduate,"java, software development, machine learning, c++, hadoop, data mining, communication, algorithms",contract,1607854.0,0-3,Data Analyst/ Data Scientist - C++/c#/java,0.0,3.0,Mid,8,java,16.08
SAP India Pvt.Ltd,Bangalore/Bengaluru,undergraduate,"python, it skills, java, data science, machine learning, cloud, sap, procurement",contract,1414623.5,2-5,Senior AI Scientist - SAP Procurement Data Science Team,2.0,5.0,Mid,8,python,14.15
ALOIS TECHNOLOGIES LLP,"Pune, Bangalore/Bengaluru",postgraduate,"computer vision, machine learning, deep learning, powerpoint, vott, git, cuda, keras",contract,660778.0,4-6,Data Scientist,4.0,6.0,Senior,8,computer vision,6.61
Jobs Territory,"Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",postgraduate,"data science, data analysis, nlp, neural networks, data mining, machine learning, aws, deep learning",full-time,2229413.0,2-5,Data Scientist - Internet Jobs - II,2.0,5.0,Mid,8,data science,22.29
Randstad India Private Limited,Bangalore/Bengaluru,postgraduate,"data science, tableau, python, sql, data scientist, data visualization",contract,529419.0,4-6,Data Scientist,4.0,6.0,Senior,6,data science,5.29
TAMCHERRY TECHNOLOGIES PRIVATE LIMITED,"Kochi/Cochin, Bangalore/Bengaluru",unknown,"big data, machine learning, python, it skills, data science, cloud, aws, azure",contract,459144.0,0-7,Data Scientist,0.0,7.0,Senior,8,big data,4.59
Aurigo Software Technologies Pvt Ltd,Bangalore/Bengaluru,postgraduate,"data science, natural language processing, big data, python, it skills, cassandra, kafka, mongodb",full-time,2275633.0,0-2,Data Scientist,0.0,2.0,Entry,8,data science,22.76
Aidetic Software Pvt Ltd,Bangalore/Bengaluru,undergraduate,"data science, python, opencv, scipy, nltk, numpy, tensorflow, pytorch",full-time,1051629.0,2-5,Data Scientist,2.0,5.0,Mid,8,data science,10.52
TEOCO Software,Bangalore/Bengaluru,undergraduate,"r, alteryx, statistics, sql, python",contract,2305402.0,3-5,Jr. Data Scientist,3.0,5.0,Mid,5,r,23.05
TrueView HR Consulting Pvt. Ltd,"Pune, Bangalore/Bengaluru",undergraduate,"data science, it skills, python, testing, machine learning, cloud, aws, tableau",full-time,801152.0,1-2,Senior Data Scientist,1.0,2.0,Entry,8,data science,8.01
Spencer N Hills Consulting Pvt Ltd,Bangalore/Bengaluru,undergraduate,"advanced analytics, data science, machine learning, python",full-time,871686.0,0-5,Senior Data Scientist - Global Product Organisation.,0.0,5.0,Mid,4,advanced analytics,8.72
2Coms,"Bangalore/Bengaluru, Bangalore North",postgraduate,"tensorflow, python, caffe, mxnet, keras, written communication, pytorch, agile",contract,1414623.5,5-7,Data Scientist,5.0,7.0,Senior,8,tensorflow,14.15
TEKISHUB CONSULTING SERVICES PRIVATE LIMITED,"Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR",unknown,"azure machine learning, pandas, knn, regression, azure ml, matplotlib, data science, machine learning",full-time,1414623.5,2-4,Data Scientist,2.0,4.0,Mid,8,azure machine learning,14.15
CARDINAL HEALTH INTERNATIONAL INDIA PRIVATE LIMITE,Bangalore/Bengaluru,undergraduate,"data scientist, machine learning, python",contract,1414623.5,0-5,Data Scientist,0.0,5.0,Mid,3,data scientist,14.15
Encora,Bangalore/Bengaluru,undergraduate,"python, neural networks, regression analysis, pytorch, r, scikit, bayesian networks, k means",contract,2343481.0,0-3,Data Scientist,0.0,3.0,Mid,8,python,23.43
TALENT500 TECH (INDIA) PRIVATE LIMITED,Bangalore/Bengaluru,postgraduate,machine learning,contract,1532847.0,1-6,Data Scientist | Zipcar,1.0,6.0,Senior,1,machine learning,15.33
Contactx India,Bangalore/Bengaluru,postgraduate,"aws, lambda, cloud formation, etl, r programming, python, api gateway, azure devops",contract,1414623.5,5-7,Data Scientist,5.0,7.0,Senior,8,aws,14.15
IBM,Bangalore/Bengaluru,unknown,"computer science, enterprise applications, open source, analytics, sql, computer languages, simulation, debugging",contract,961472.0,0-4,Data Scientist: Artificial Intelligence,0.0,4.0,Mid,8,computer science,9.61
IBM,Bangalore/Bengaluru,postgraduate,"unix, vmware, networking, virtualization, sql, it skills, python, machine learning",contract,940347.0,1-3,Data Scientist,1.0,3.0,Mid,8,unix,9.4
NSE.IT Ltd,Mumbai,undergraduate,"cnn, deep ai, python, keras, tensorflow, machine learning, lstm, nlp",full-time,1612221.0,0-2,Data Scientist,0.0,2.0,Entry,8,cnn,16.12
NSE.IT Ltd,"Mumbai, Pune",postgraduate,"it skills, python, testing, cloud, big data, aws, tableau, computer vision",full-time,1989899.0,7-8,Principal Data Scientist,7.0,8.0,Senior,8,it skills,19.9
CARDINAL HEALTH INTERNATIONAL INDIA PRIVATE LIMITE,Bangalore/Bengaluru,undergraduate,"machine learning, python, tensorflow, artificial intelligence, natural language processing, neural networks",contract,1414623.5,1-2,Data Scientist/Machine Learning Specialist,1.0,2.0,Entry,6,machine learning,14.15
Corner Tree Consulting,"Mumbai, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR",postgraduate,"python, r, statistical analysis, data analytics, cicd, net core, machine learning, devops",contract,1573184.0,3-5,Data Scientist - Python/Machine Learning,3.0,5.0,Mid,8,python,15.73
Confidential,Bangalore/Bengaluru,postgraduate,"data management, cluster analysis, pytorch, mining, analytical, r, theano, logistic regression",contract,1147595.0,6-7,Lead Data Scientist - Deep Learning/machine Learning,6.0,7.0,Senior,8,data management,11.48
Hucon Solutions,"Pune, Bangalore/Bengaluru",undergraduate,"machine learning, predictive modelling, it skills, bayesian, decision trees, clustering, statistics, random forest",full-time,1414623.5,1-2,Data Scientist,1.0,2.0,Entry,8,machine learning,14.15
Uniqon Consulting Private Limited,Hyderabad/Secunderabad,postgraduate,"data science, statistical modeling, problem solving, it skills, strategic thinking",full-time,1386625.0,6-8,Data Scientist,6.0,8.0,Senior,5,data science,13.87
Orbit Techsol (W) Pvt Ltd,Delhi / NCR,postgraduate,"spark, apache kafka, hive, python, pig, impala, scala, data analysis",contract,1678793.0,6-8,Data Scientist,6.0,8.0,Senior,8,spark,16.79
Abzooba India Infotech Private Limited,"Kolkata, Pune",undergraduate,"deep learning, python, machine learning, written communication, verbal, pyspark, it skills, time series analysis",full-time,2201310.0,2-4,Data Scientist | Product based MNC | Pune/ Kolkata,2.0,4.0,Mid,8,deep learning,22.01
Teqforce Solutions Pvt Ltd,Pune,undergraduate,"nlp, pyspark, machine learning, it skills, data science, cloud, aws, azure",contract,2086063.0,6-8,Data Scientist,6.0,8.0,Senior,8,nlp,20.86
Darshan Soft-Tech Pvt. Ltd,"Hyderabad/Secunderabad, Vadodara",postgraduate,"data science, it skills, machine learning, quantitative analysis, data analysis, data mining, predictive modeling, statistical modeling",contract,680527.0,5-6,Data Scientist,5.0,6.0,Senior,8,data science,6.81
PRAYOSHA FOOD SERVICES PRIVATE LIMITED,Ahmedabad,postgraduate,"deep learning, data analysis, machine learning, artificial intelligence, data science, computer vision, mongodb, mysql",full-time,2201588.0,7-8,Data Scientist | Petpooja (SAAS) | Ahmedabad,7.0,8.0,Senior,8,deep learning,22.02
S P A Enterprise Info Services (India) Private Lim,Remote,postgraduate,"python, r program, data visualization, data analysis, analytical, r, rdbms, data mining",full-time,1533377.0,1-3,Data Scientist,1.0,3.0,Mid,8,python,15.33
Teqforce Solutions Pvt Ltd,Remote,postgraduate,"machine learning, it skills, data science, cloud, aws, azure, nlp, pyspark",contract,1239805.0,3-4,Data Scientist,3.0,4.0,Mid,8,machine learning,12.4
Virtue Analytics,Lucknow,postgraduate,"data analytics, data science, r, data scientist, predictive modeling, data management, data modeling, machine learning",full-time,677446.0,2-6,Data Scientist,2.0,6.0,Senior,8,data analytics,6.77
Virtue Analytics,Lucknow,postgraduate,"data scientist, data management, modeling, data analytics, project management, problem solving, communication skills",contract,1889464.0,7-8,Virtue Analytics - Data Scientist,7.0,8.0,Senior,7,data scientist,18.89
Virtue Analytics,Lucknow,postgraduate,"data analytics, data science, data management, data modeling, machine learning, analytics",full-time,1587158.0,4-6,Data Scientist,4.0,6.0,Senior,6,data analytics,15.87
Foxberry Technologies Pvt. Ltd.,Pune,undergraduate,data scientist,contract,658017.0,2-6,Data Scientist,2.0,6.0,Senior,1,data scientist,6.58
UNBXD Software Pvt Ltd,"Mumbai, Daman & Diu",postgraduate,"product management, logistic regression, data science, analytical, machine learning, agile, mongodb, customer engagement",full-time,1174535.0,6-7,Data scientists,6.0,7.0,Senior,8,product management,11.75
Coditas Technologies Pvt Ltd,Pune,unknown,"it skills, python, data science, cloud, big data, aws, tableau, backend",full-time,2457403.0,7-8,Data Scientist,7.0,8.0,Senior,8,it skills,24.57
Pasona,New Delhi,postgraduate,"it skills, java, python, software development, testing, machine learning, javascript, text mining",full-time,891506.0,0-4,Data Scientist,0.0,4.0,Mid,8,it skills,8.92
AXA Technology Services India Pvt. Ltd,Bangalore/Bengaluru,postgraduate,"process optimization, data management, data modeling, project management, analytical, build management, risk management, release management",full-time,1952154.0,5-7,Associate Scientist - Semantic & Data Modeling,5.0,7.0,Senior,8,process optimization,19.52
Peoplefy Infosolutions Pvt. Ltd.,Pune(Kharadi),undergraduate,"data science, artificial intelligence, machine learning, python, it skills, use cases",full-time,2171432.0,5-7,Urgent Opening For Senior Data Scientist Role,5.0,7.0,Senior,6,data science,21.71
