company,location,education,skills,job_type,salary,job_experience,job_role,min_experience,max_experience,experience_level,skill_count,top_skill,salary_lpa,location_type,primary_city
Liquiloans,mumbai,undergraduate,"data scientist, data science, scipy, pandas, scikit learn, numpy, programming, implementation skills",contract,1414623.5,2-5,Data Scientist,2.0,5.0,Mid,8,data scientist,14.15,Onsite,mumbai
TotalAI Systems India LLP,remote,undergraduate,"algorithms, natural language processing, deep learning, it skills, java, python, data science, tableau",full-time,2249252.0,3-6,Data Scientist,3.0,6.0,Senior,8,algorithms,22.49,Remote,remote
IBM,ahmedabad,postgraduate,"data science, machine learning, cloud, open source, python, it skills, software development, testing",contract,1414623.5,4-6,Mid Level Data Scientist,4.0,6.0,Senior,8,data science,14.15,Onsite,ahmedabad
IBM,"kochi,cochin",undergraduate,"software design, machine learning, open source, sql, python, analytical skills, analytical, artificial intelligence",full-time,1600638.0,5-6,Data Scientist,5.0,6.0,Senior,8,software design,16.01,Onsite,kochi
SIBIA Analytics and Consulting Services Pvt Ltd,kolkata,unknown,"logistic regression, mysql, natural language processing, time series, python, sql, sql queries, machine learning",full-time,965957.0,1-4,Data Scientist - Experienced/fresher | Kolkata,1.0,4.0,Mid,8,logistic regression,9.66,Onsite,kolkata
Amdocs,pune,postgraduate,"deep learning, python, data science, machine learning, sql, communication skills, artificial intelligence",full-time,2375718.0,2-4,Data Scientist,2.0,4.0,Mid,7,deep learning,23.76,Onsite,pune
Ericsson Global Services,kolkata,postgraduate,"bidding, data management, php, google adwords, html, microsoft, data mining, statistics",contract,1091437.0,1-3,Service Delivery _ OSS _ Data Scientist,1.0,3.0,Mid,8,bidding,10.91,Onsite,kolkata
Peoplefy Infosolutions Pvt. Ltd.,pune,unknown,"data science, artificial intelligence, machine learning, it skills, python, predictive modeling, natural language processing",full-time,1589046.0,6-8,Urgent Opening For Senior Data Scientist Role (Pune),6.0,8.0,Senior,7,data science,15.89,Onsite,pune
Ocrolus East,"gurugram,gurugram",postgraduate,"computer science, automation, github, data science, machine learning, venture capital, programming, analytics",full-time,1714967.0,2-4,Senior Data Scientist,2.0,4.0,Mid,8,computer science,17.15,Onsite,gurugram
fountain9,mumbai,postgraduate,"it skills, machine learning, san, statistical analysis, french, big data analytics, oops, data structures",full-time,2375042.0,4-5,Sr . Data Scientist / Data Scientist,4.0,5.0,Mid,8,it skills,23.75,Onsite,mumbai
Evolent Health,pune,postgraduate,"business intelligence, it skills, python, testing, credentialing, medicare, feedback, us healthcare",contract,589363.0,0-6,Sr NLP & Text Mining Data Scientist,0.0,6.0,Senior,8,business intelligence,5.89,Onsite,pune
Creative Hands HR Consultancy,"hyderabad,hyderabad, pune, ahmedabad, chennai, bengaluru,bengaluru, vadodara",undergraduate,"python, machine learning, data scientist, it skills, php, artificial intelligence, software testing, freshers",full-time,1179026.0,6-8,"Data Scientist/ Machine Learning, 2022 Passout Can also apply",6.0,8.0,Senior,8,python,11.79,Onsite,hyderabad
techcarrot FZ LLC,"hyderabad,hyderabad",undergraduate,"it skills, python, data science, machine learning, cloud, devops, azure, san",full-time,1092762.0,5-7,Senior Data Scientist,5.0,7.0,Senior,8,it skills,10.93,Onsite,hyderabad
Tridiagonal Solutions Pvt. Ltd.,pune,unknown,"relationship management, mining, computer science, data management, pharma, consulting, workflow, data quality",full-time,1199468.0,7-8,Senior Data Scientist,7.0,8.0,Senior,8,relationship management,11.99,Onsite,pune
PayPal,chennai,undergraduate,"unix, operations research, sas, data management, risk analytics, project management, data collection, data mining",full-time,1844835.0,0-1,Data Scientist 1,0.0,1.0,Entry,8,unix,18.45,Onsite,chennai
Muthoot Microfin,"kochi,cochin, ernakulam",undergraduate,"predictive modeling, business intelligence, power bi, business analytics, sas, qlik sense, scripting languages, data mining",contract,1160702.0,4-7,Data Scientist,4.0,7.0,Senior,8,predictive modeling,11.61,Onsite,kochi
PayU Payments,"gurugram,gurugram",postgraduate,"pyspark, fraud modelling, risk, data scientist, python, sas, predictive analytics, big data",contract,1271627.0,5-6,Data Scientist (Risk / Fraud Experience is must),5.0,6.0,Senior,8,pyspark,12.72,Onsite,gurugram
BNY Mellon,pune,undergraduate,"training, advanced analytics, data science, programming, representative, management, financial services, analytics",contract,399381.0,6-7,"Specialist, Data Scientist",6.0,7.0,Senior,8,training,3.99,Onsite,pune
Salesforce,"hyderabad,hyderabad",undergraduate,"data analysis, production engineering, machine learning, salesforce.com, open source, analytics, sql, python",full-time,1556175.0,2-7,"Data Scientist, Enablement",2.0,7.0,Senior,8,data analysis,15.56,Onsite,hyderabad
PayPal,chennai,undergraduate,"computer science, product engineering, data science, project management, consulting, machine learning, engineering design, financial services",full-time,986412.0,2-6,"Data Scientist, Product Analytics",2.0,6.0,Senior,8,computer science,9.86,Onsite,chennai
PayPal,chennai,postgraduate,"remediation, data analysis, project management, analytical, back office, linear regression, analytics, financial services",contract,1434875.0,1-6,Data Scientist,1.0,6.0,Senior,8,remediation,14.35,Onsite,chennai
PayPal,chennai,postgraduate,"computer science, statistical programming, data modeling, analytical, machine learning, qlikview, business intelligence, financial services",full-time,303836.0,0-6,Data Scientist 1,0.0,6.0,Senior,8,computer science,3.04,Onsite,chennai
Impetus,"gurugram,gurugram",undergraduate,"natural language, hive, nlp, vision, hyperparameter tuning, data wrangling, machine learning, tensorflow",contract,1414623.5,4-7,Data Scientist,4.0,7.0,Senior,8,natural language,14.15,Onsite,gurugram
CHANGE LEADERS CONSULTING,"hyderabad,hyderabad, bengaluru,bengaluru",undergraduate,"logistic regression, r programming, python, machine learning, statistical modeling, analytical, advanced statistics, sql",full-time,1995006.0,5-7,Sr. Associate - Data scientist -Affine.Ai,5.0,7.0,Senior,8,logistic regression,19.95,Onsite,hyderabad
CHANGE LEADERS CONSULTING,"hyderabad,hyderabad, bengaluru,bengaluru",undergraduate,"advanced statistics, python, analytical, statistical modeling, r programming, machine learning, logistic regression, it skills",full-time,2270132.0,4-5,Sr. Associate - Data scientist -Affine.Ai,4.0,5.0,Mid,8,advanced statistics,22.7,Onsite,hyderabad
KWALEE INDIA PRIVATE LIMITED,"bengaluru,bengaluru",undergraduate,"data science, tensorflow, nosql, data management, statistical modeling, data analysis, machine learning, deep learning",full-time,582516.0,0-4,Junior Data Scientist,0.0,4.0,Mid,8,data science,5.83,Onsite,bengaluru
Huquo Consulting Pvt. Ltd,"gurugram,gurugram",postgraduate,"data analytics, data scientist, machine learning, data analysis, python, sas, data engineering, sql",contract,2386869.0,3-5,Manager - Data Scientist - Analytics,3.0,5.0,Mid,8,data analytics,23.87,Onsite,gurugram
Hucon Solutions,kolkata,undergraduate,"data scientist, data modeling, analytics, it skills, cloud, r, tableau, machine learning",full-time,2167751.0,1-2,Need immediate joiners - Data Scientist,1.0,2.0,Entry,8,data scientist,21.68,Onsite,kolkata
TalentCo Search Pvt Ltd,pune,postgraduate,"end to end, eda, visualizations, insights, monitoring, modelling, problem scoping, r",contract,858350.0,3-4,Lead Data Scientist - CPG/BFSI/Healthcare Domain,3.0,4.0,Mid,8,end to end,8.58,Onsite,pune
Career Infosystem,noida,unknown,"machine learning, predictive modeling, mongodb, spark, python, deep learning stack, nlp, hadoop",contract,2273631.0,6-8,Data Scientist - Machine Learning,6.0,8.0,Senior,8,machine learning,22.74,Onsite,noida
Confidential,"hyderabad,hyderabad",undergraduate,"software development, data mining, machine learning, java, c#, hadoop, communication, c++",full-time,1887515.0,2-5,Data Analyst/data Scientist - C++/c#/java,2.0,5.0,Mid,8,software development,18.88,Onsite,hyderabad
Confidential,"hyderabad,hyderabad",unknown,"c#, java, architecting, c++, software development, data scientist, hadoop, data analysis",full-time,2072742.0,5-7,Data Analyst / Data Scientist - C++/c#/java,5.0,7.0,Senior,8,c#,20.73,Onsite,hyderabad
Confidential,"hyderabad,hyderabad",undergraduate,"java, software development, machine learning, c++, hadoop, data mining, communication, algorithms",contract,1607854.0,0-3,Data Analyst/ Data Scientist - C++/c#/java,0.0,3.0,Mid,8,java,16.08,Onsite,hyderabad
SAP India Pvt.Ltd,"bengaluru,bengaluru",undergraduate,"python, it skills, java, data science, machine learning, cloud, sap, procurement",contract,1414623.5,2-5,Senior AI Scientist - SAP Procurement Data Science Team,2.0,5.0,Mid,8,python,14.15,Onsite,bengaluru
ALOIS TECHNOLOGIES LLP,"pune, bengaluru,bengaluru",postgraduate,"computer vision, machine learning, deep learning, powerpoint, vott, git, cuda, keras",contract,660778.0,4-6,Data Scientist,4.0,6.0,Senior,8,computer vision,6.61,Onsite,pune
Jobs Territory,"bengaluru,bengaluru, delhi , ncr, mumbai ",postgraduate,"data science, data analysis, nlp, neural networks, data mining, machine learning, aws, deep learning",full-time,2229413.0,2-5,Data Scientist - Internet Jobs - II,2.0,5.0,Mid,8,data science,22.29,Onsite,bengaluru
Randstad India Private Limited,"bengaluru,bengaluru",postgraduate,"data science, tableau, python, sql, data scientist, data visualization",contract,529419.0,4-6,Data Scientist,4.0,6.0,Senior,6,data science,5.29,Onsite,bengaluru
TAMCHERRY TECHNOLOGIES PRIVATE LIMITED,"kochi,cochin, bengaluru,bengaluru",unknown,"big data, machine learning, python, it skills, data science, cloud, aws, azure",contract,459144.0,0-7,Data Scientist,0.0,7.0,Senior,8,big data,4.59,Onsite,kochi
Aurigo Software Technologies Pvt Ltd,"bengaluru,bengaluru",postgraduate,"data science, natural language processing, big data, python, it skills, cassandra, kafka, mongodb",full-time,2275633.0,0-2,Data Scientist,0.0,2.0,Entry,8,data science,22.76,Onsite,bengaluru
Aidetic Software Pvt Ltd,"bengaluru,bengaluru",undergraduate,"data science, python, opencv, scipy, nltk, numpy, tensorflow, pytorch",full-time,1051629.0,2-5,Data Scientist,2.0,5.0,Mid,8,data science,10.52,Onsite,bengaluru
TEOCO Software,"bengaluru,bengaluru",undergraduate,"r, alteryx, statistics, sql, python",contract,2305402.0,3-5,Jr. Data Scientist,3.0,5.0,Mid,5,r,23.05,Onsite,bengaluru
TrueView HR Consulting Pvt. Ltd,"pune, bengaluru,bengaluru",undergraduate,"data science, it skills, python, testing, machine learning, cloud, aws, tableau",full-time,801152.0,1-2,Senior Data Scientist,1.0,2.0,Entry,8,data science,8.01,Onsite,pune
Spencer N Hills Consulting Pvt Ltd,"bengaluru,bengaluru",undergraduate,"advanced analytics, data science, machine learning, python",full-time,871686.0,0-5,Senior Data Scientist - Global Product Organisation.,0.0,5.0,Mid,4,advanced analytics,8.72,Onsite,bengaluru
2Coms,"bengaluru,bengaluru, bengaluru north",postgraduate,"tensorflow, python, caffe, mxnet, keras, written communication, pytorch, agile",contract,1414623.5,5-7,Data Scientist,5.0,7.0,Senior,8,tensorflow,14.15,Onsite,bengaluru
TEKISHUB CONSULTING SERVICES PRIVATE LIMITED,"kolkata, hyderabad,hyderabad, pune, chennai, bengaluru,bengaluru, delhi , ncr",unknown,"azure machine learning, pandas, knn, regression, azure ml, matplotlib, data science, machine learning",full-time,1414623.5,2-4,Data Scientist,2.0,4.0,Mid,8,azure machine learning,14.15,Onsite,kolkata
CARDINAL HEALTH INTERNATIONAL INDIA PRIVATE LIMITE,"bengaluru,bengaluru",undergraduate,"data scientist, machine learning, python",contract,1414623.5,0-5,Data Scientist,0.0,5.0,Mid,3,data scientist,14.15,Onsite,bengaluru
Encora,"bengaluru,bengaluru",undergraduate,"python, neural networks, regression analysis, pytorch, r, scikit, bayesian networks, k means",contract,2343481.0,0-3,Data Scientist,0.0,3.0,Mid,8,python,23.43,Onsite,bengaluru
TALENT500 TECH (INDIA) PRIVATE LIMITED,"bengaluru,bengaluru",postgraduate,machine learning,contract,1532847.0,1-6,Data Scientist | Zipcar,1.0,6.0,Senior,1,machine learning,15.33,Onsite,bengaluru
Contactx India,"bengaluru,bengaluru",postgraduate,"aws, lambda, cloud formation, etl, r programming, python, api gateway, azure devops",contract,1414623.5,5-7,Data Scientist,5.0,7.0,Senior,8,aws,14.15,Onsite,bengaluru
IBM,"bengaluru,bengaluru",unknown,"computer science, enterprise applications, open source, analytics, sql, computer languages, simulation, debugging",contract,961472.0,0-4,Data Scientist: Artificial Intelligence,0.0,4.0,Mid,8,computer science,9.61,Onsite,bengaluru
IBM,"bengaluru,bengaluru",postgraduate,"unix, vmware, networking, virtualization, sql, it skills, python, machine learning",contract,940347.0,1-3,Data Scientist,1.0,3.0,Mid,8,unix,9.4,Onsite,bengaluru
NSE.IT Ltd,mumbai,undergraduate,"cnn, deep ai, python, keras, tensorflow, machine learning, lstm, nlp",full-time,1612221.0,0-2,Data Scientist,0.0,2.0,Entry,8,cnn,16.12,Onsite,mumbai
NSE.IT Ltd,"mumbai, pune",postgraduate,"it skills, python, testing, cloud, big data, aws, tableau, computer vision",full-time,1989899.0,7-8,Principal Data Scientist,7.0,8.0,Senior,8,it skills,19.9,Onsite,mumbai
CARDINAL HEALTH INTERNATIONAL INDIA PRIVATE LIMITE,"bengaluru,bengaluru",undergraduate,"machine learning, python, tensorflow, artificial intelligence, natural language processing, neural networks",contract,1414623.5,1-2,Data Scientist/Machine Learning Specialist,1.0,2.0,Entry,6,machine learning,14.15,Onsite,bengaluru
Corner Tree Consulting,"mumbai, pune, chennai, bengaluru,bengaluru, delhi , ncr",postgraduate,"python, r, statistical analysis, data analytics, cicd, net core, machine learning, devops",contract,1573184.0,3-5,Data Scientist - Python/Machine Learning,3.0,5.0,Mid,8,python,15.73,Onsite,mumbai
Confidential,"bengaluru,bengaluru",postgraduate,"data management, cluster analysis, pytorch, mining, analytical, r, theano, logistic regression",contract,1147595.0,6-7,Lead Data Scientist - Deep Learning/machine Learning,6.0,7.0,Senior,8,data management,11.48,Onsite,bengaluru
Hucon Solutions,"pune, bengaluru,bengaluru",undergraduate,"machine learning, predictive modelling, it skills, bayesian, decision trees, clustering, statistics, random forest",full-time,1414623.5,1-2,Data Scientist,1.0,2.0,Entry,8,machine learning,14.15,Onsite,pune
Uniqon Consulting Private Limited,"hyderabad,hyderabad",postgraduate,"data science, statistical modeling, problem solving, it skills, strategic thinking",full-time,1386625.0,6-8,Data Scientist,6.0,8.0,Senior,5,data science,13.87,Onsite,hyderabad
Orbit Techsol (W) Pvt Ltd,"delhi , ncr",postgraduate,"spark, apache kafka, hive, python, pig, impala, scala, data analysis",contract,1678793.0,6-8,Data Scientist,6.0,8.0,Senior,8,spark,16.79,Onsite,delhi
Abzooba India Infotech Private Limited,"kolkata, pune",undergraduate,"deep learning, python, machine learning, written communication, verbal, pyspark, it skills, time series analysis",full-time,2201310.0,2-4,Data Scientist | Product based MNC | Pune/ Kolkata,2.0,4.0,Mid,8,deep learning,22.01,Onsite,kolkata
Teqforce Solutions Pvt Ltd,pune,undergraduate,"nlp, pyspark, machine learning, it skills, data science, cloud, aws, azure",contract,2086063.0,6-8,Data Scientist,6.0,8.0,Senior,8,nlp,20.86,Onsite,pune
Darshan Soft-Tech Pvt. Ltd,"hyderabad,hyderabad, vadodara",postgraduate,"data science, it skills, machine learning, quantitative analysis, data analysis, data mining, predictive modeling, statistical modeling",contract,680527.0,5-6,Data Scientist,5.0,6.0,Senior,8,data science,6.81,Onsite,hyderabad
