Company,Location,education,Skills/Description,job_type,salary,Job Experience,Job_Role
Confidential,Hyderabad/Secunderabad,,"C#, Java, architecting, C++, software development, Data Scientist, Hadoop, Data Analysis",full-time,2072742.0,5-7,Data Analyst / Data Scientist - C++/c#/java
Confidential,Hyderabad/Secunderabad,Under-graduate,"Java, software development, Machine Learning, C++, Hadoop, Data Mining, communication, algorithms",contract,1607854.0,5-7,Data Analyst/ Data Scientist - C++/c#/java
SAP India Pvt.Ltd,Bangalore/Bengaluru,UG,"Python, IT Skills, Java, Data Science, Machine Learning, Cloud, SAP, Procurement",contract,,4-9,Senior AI Scientist - SAP Procurement Data Science Team
ALOIS TECHNOLOGIES LLP,"Pune, Bangalore/Bengaluru",Post-graduate,"computer vision, Machine Learning, Deep Learning, PowerPoint, VoTT, Git, CUDA, Keras",contract,660778.0,4-9,Data Scientist
Jobs Territory,"Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",pg,"Data Science, Data Analysis, NLP, Neural Networks, Data Mining, Machine Learning, AWS, Deep Learning",full-time,2229413.0,3-6,Data Scientist - Internet Jobs - II
Randstad India Private Limited,Bangalore/Bengaluru,PG,"Data science, Tableau, Python, SQL, Data scientist, Data Visualization",contract,529419.0,1-5,Data Scientist
TAMCHERRY TECHNOLOGIES PRIVATE LIMITED,"Kochi/Cochin, Bangalore/Bengaluru",,"Big Data, Machine Learning, Python, IT Skills, Data Science, Cloud, AWS, Azure",contract,459144.0,2-5,Data Scientist
Aurigo Software Technologies Pvt Ltd,Bangalore/Bengaluru,PG,"Data Science, Natural Language Processing, Big Data, Python, IT Skills, Cassandra, Kafka, MongoDB",full-time,2275633.0,4-6,Data Scientist
Aidetic Software Pvt Ltd,Bangalore/Bengaluru,UG,"Data Science, Python, Opencv, Scipy, NLTK, Numpy, Tensorflow, Pytorch",full-time,1051629.0,1-5,Data Scientist
TEOCO Software,Bangalore/Bengaluru,ug,"R, Alteryx, Statistics, SQL, Python",contract,2305402.0,1-5,Jr. Data Scientist
TrueView HR Consulting Pvt. Ltd,"Pune, Bangalore/Bengaluru",ug,"Data Science, IT Skills, Python, Testing, Machine Learning, Cloud, AWS, Tableau",full-time,801152.0,6-8,Senior Data Scientist
Spencer N Hills Consulting Pvt Ltd,Bangalore/Bengaluru,Under-graduate,"advanced analytics, data science, machine learning, Python",full-time,871686.0,10-18,Senior Data Scientist - Global Product Organisation.
2Coms,"Bangalore/Bengaluru, Bangalore North",pg,"Tensorflow, Python, Caffe, MxNET, Keras, written communication, PyTorch, Agile",contract,,6-11,Data Scientist
TEKISHUB CONSULTING SERVICES PRIVATE LIMITED,"Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR",,"Azure Machine Learning, Pandas, KNN, Regression, Azure ML, Matplotlib, Data science, Machine Learning",full-time,,6-9,Data Scientist
CARDINAL HEALTH INTERNATIONAL INDIA PRIVATE LIMITE,Bangalore/Bengaluru,UG,"Data Scientist, Machine Learning, Python",contract,,5-8,Data Scientist
Encora,Bangalore/Bengaluru,ug,"Python, Neural Networks, Regression Analysis, Pytorch, R, Scikit, Bayesian Networks, K - means",contract,2343481.0,5-7,Data Scientist
TALENT500 TECH (INDIA) PRIVATE LIMITED,Bangalore/Bengaluru,pg,Machine Learning,contract,1532847.0,3-6,Data Scientist | Zipcar
Contactx India,Bangalore/Bengaluru,Post-graduate,"AWS, Lambda, Cloud formation, ETL, R Programming, Python, API Gateway, Azure DevOps",contract,,5-8,Data Scientist
IBM,Bangalore/Bengaluru,,"Computer science, Enterprise applications, Open source, Analytics, SQL, Computer languages, Simulation, Debugging",contract,961472.0,3-7,Data Scientist: Artificial Intelligence
IBM,Bangalore/Bengaluru,PG,"Unix, VMware, Networking, Virtualization, SQL, IT Skills, Python, Machine Learning",contract,940347.0,8-12,Data Scientist
NSE.IT Ltd,Mumbai,ug,"CNN, deep AI, Python, keras, tensorflow, machine learning, LSTM, NLP",full-time,1612221.0,5-10,Data Scientist
NSE.IT Ltd,"Mumbai, Pune",pg,"IT Skills, Python, Testing, Cloud, Big Data, AWS, Tableau, Computer vision",full-time,1989899.0,5-7,Principal Data Scientist
CARDINAL HEALTH INTERNATIONAL INDIA PRIVATE LIMITE,Bangalore/Bengaluru,Under-graduate,"machine learning, Python, tensorflow, Artificial Intelligence, Natural Language Processing, Neural Networks",,,5-9,Data Scientist/Machine Learning Specialist
Corner Tree Consulting,"Mumbai, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR",PG,"Python, R, Statistical Analysis, Data Analytics, CICD, Net Core, Machine learning, DevOps",contract,1573184.0,10-14,Data Scientist - Python/Machine Learning
Confidential,Bangalore/Bengaluru,PG,"data management, Cluster analysis, PyTorch, Mining, analytical, R, Theano, Logistic Regression",contract,1147595.0,4-9,Lead Data Scientist - Deep Learning/machine Learning
Hucon Solutions,"Pune, Bangalore/Bengaluru",ug,"machine learning, predictive modelling, IT Skills, Bayesian, Decision Trees, Clustering, Statistics, Random Forest",full-time,,4-9,Data Scientist
Uniqon Consulting Private Limited,Hyderabad/Secunderabad,pg,"data science, statistical modeling, problem solving, IT Skills, Strategic Thinking",full-time,1386625.0,8-13,Data Scientist
Orbit Techsol (W) Pvt Ltd,Delhi / NCR,pg,"Spark, Apache Kafka, Hive, Python, Pig, Impala, Scala, data analysis",contract,1678793.0,4-9,Data Scientist
Abzooba India Infotech Private Limited,"Kolkata, Pune",UG,"deep learning, python, machine learning, written communication, verbal, Pyspark, IT Skills, time series analysis",full-time,2201310.0,3-8,Data Scientist | Product based MNC | Pune/ Kolkata
Teqforce Solutions Pvt Ltd,Pune,ug,"nlp, pyspark, machine learning, IT Skills, Data Science, Cloud, AWS, Azure",contract,2086063.0,4-9,Data Scientist
Darshan Soft-Tech Pvt. Ltd,"Hyderabad/Secunderabad, Vadodara",PG,"data science, IT Skills, Machine Learning, Quantitative Analysis, data analysis, data mining, predictive modeling, statistical modeling",contract,680527.0,4-6,Data Scientist
PRAYOSHA FOOD SERVICES PRIVATE LIMITED,Ahmedabad,Post-graduate,"Deep Learning, data analysis, Machine Learning, artificial intelligence, data science, Computer Vision, MongoDB, MySQL",full-time,2201588.0,1-5,Data Scientist | Petpooja (SAAS) | Ahmedabad
S P A Enterprise Info Services (India) Private Lim,Remote,pg,"python, R Program, Data Visualization, data analysis, analytical, R, RDBMS, data mining",full-time,1533377.0,4-8,Data Scientist
Teqforce Solutions Pvt Ltd,Remote,pg,"Machine Learning, IT Skills, Data Science, Cloud, AWS, Azure, NLP, PySpark",contract,1239805.0,4-9,Data Scientist
Virtue Analytics,Lucknow,pg,"data analytics, Data Science, R, Data Scientist, predictive modeling, Data Management, Data Modeling, Machine Learning",full-time,677446.0,3-5,Data Scientist
Virtue Analytics,Lucknow,pg,"Data Scientist, data management, modeling, data analytics, Project Management, problem-solving, communication skills",contract,1889464.0,3-5,Virtue Analytics - Data Scientist
Virtue Analytics,Lucknow,pg,"data analytics, Data Science, Data Management, Data Modeling, Machine Learning, Analytics",full-time,1587158.0,3-5,Data Scientist
Foxberry Technologies Pvt. Ltd.,Pune,UG,Data scientist,contract,658017.0,0-1,Data Scientist
UNBXD Software Pvt Ltd,"Mumbai, Daman & Diu",pg,"Product management, Logistic regression, data science, Analytical, Machine learning, Agile, MongoDB, Customer engagement",full-time,1174535.0,3-7,Data scientists
Coditas Technologies Pvt Ltd,Pune,,"IT Skills, Python, Data Science, Cloud, Big Data, AWS, Tableau, Backend",full-time,2457403.0,4-8,Data Scientist
Pasona,New Delhi,PG,"IT Skills, Java, Python, Software Development, Testing, Machine Learning, Javascript, Text mining",full-time,891506.0,1-3,Data Scientist
AXA Technology Services India Pvt. Ltd,Bangalore/Bengaluru,PG,"Process optimization, Data management, Data modeling, Project management, Analytical, Build management, Risk management, Release management",full-time,1952154.0,2-4,Associate Scientist - Semantic & Data Modeling
Peoplefy Infosolutions Pvt. Ltd.,Pune(Kharadi),ug,"Data Science, Artificial Intelligence, Machine Learning, Python, IT Skills, Use Cases",full-time,2171432.0,6-11,Urgent Opening For Senior Data Scientist Role
AXA Technology Services India Pvt. Ltd,Gurgaon/Gurugram,Under-graduate,"Automation, Analytical, Machine learning, Assistant Vice President Operations, Warehouse design, SQL development, Data warehousing, Python",full-time,1960807.0,2-5,Associate Scientist - Data Engineering
2Coms,"Hyderabad/Secunderabad, Hyderabad",ug,"IT Skills, Java, Python, Machine Learning, Javascript, Data Scientist",contract,1385906.0,3-8,Data Scientist (freelance)
Green Agrevolution Pvt. Ltd. (DeHaat),"Gurgaon/Gurugram, Bangalore/Bengaluru",ug,"image processing, python, machine learning, Deep Learning",full-time,430496.0,4-9,Data Scientist
SAP India Pvt.Ltd,Bangalore/Bengaluru,ug,"Python, Procurement, Computer science, Software design, SAP, Coding, Agile, Data mining",contract,1316958.0,2-7,AI Scientist - SAP Procurement Data Science Team
GENINVO TECHNOLOGIES PRIVATE LIMITED,"Chandigarh, Delhi / NCR",Under-graduate,"python, Natural Language Processing, machine learning, IT Skills, Java, J2EE, Software Development, Testing",full-time,2443443.0,5-10,Data Scientist
eNFLUENCE IT Services Pvt. Ltd.,"Hyderabad/Secunderabad, Chennai",pg,"SAS model development, Python, IT Skills, Python skills, SAS model",full-time,1706637.0,4-8,Data Scientist
eNFLUENCE IT Services Pvt. Ltd.,"Hyderabad/Secunderabad, Chennai",,"Azure, IT Skills, building DS solutions, Microsoft",contract,399636.0,5-7,Data Scientist
Accenture,Bangalore/Bengaluru,,"EDC, Consulting, Clinical research, Life sciences, Pharmacovigilance, Data validation, Project initiation, Clinical trials",full-time,2456296.0,5-8,Clinical Data Programming Scientist
Ankit Bhatnagar Consultant,Pune,Under-graduate,"excel, 524, power bi, sql",contract,481643.0,2-5,data scientist
Capgemini,Gurgaon/Gurugram,ug,"python, C++, r, machine learning, programming, analytical, C, analytics",full-time,1582949.0,2-5,Data Scientist
Vodafone India Services Pvt.Ltd,"Pune(Viman Nagar), Bangalore/Bengaluru(Marathahalli)",PG,"deep learning, python, data science, SAS, analytical, R, PySpark, Hive",full-time,1576635.0,3-8,Hiring For Data Science /Scientist
Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,PG,"SAS, Predictive Modeling, Data Science, NLP, Data Scientist, Statistical Modeling, Data Analytics, Machine Learning",contract,2311386.0,4-9,Manager - Data Scientist - Analytics
TalentCo Search Pvt Ltd,Mumbai,Under-graduate,"MySQL, Power BI, Tableau, Machine Learning, Statistics, Analytics, SQL, Data Science",full-time,2318842.0,3-6,Data Scientist - Financial Services
Okda Solutions,Hyderabad/Secunderabad,pg,"NoSQL, SQL Server, LSTM, LDA, Cassandra, Semantic Hashing, MongoDB, HTML Canvas",full-time,1298058.0,4-8,Data Scientist - Artificial Intelligence/Machine Learning
Master Mind Consultancy,Noida,Under-graduate,"Python, Java, C/C++, R, Statistical analysis, Big Data, Data Visualization, Machine Learning",full-time,2014725.0,4-9,Data Scientist
Jobs Territory,"Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",UG,"data science, Computer science, Machine learning, Natural language processing, Data mining, Business solutions, MATLAB, Analytics",full-time,2344172.0,1-3,Data Scientist
Sriiom Human Resource Solutions LLP,Bangalore/Bengaluru,Under-graduate,"Data Services, Automation, Prototype, Analytical, Formulation, Business Process, Operations Research, Consulting",full-time,736137.0,1-3,Data Scientist
Applied Materials,Bangalore/Bengaluru,,"Unix, semiconductor, JMP, analyzing data, statistical analysis, Multivariate Analysis, Statistical Programming, Statistics",full-time,766947.0,0-3,Data Scientist
The millionvisions,Bangalore/Bengaluru,Post-graduate,"Data Structures And Algorithm Design, SQL Database, Python, Tensor flow, Open CV, IT Skills, Springboot Java, Angular JS",full-time,1312357.0,0-1,Intern - Data Scientist/Programmer
AXA Technology Services India Pvt. Ltd,Gurgaon/Gurugram,Post-graduate,"Automation, data science, Information security, Finance, Machine learning, Open source, Virtualization, SQL",contract,2425009.0,3-6,Scientist- Data Engineering
Knowledge Foundry,"Pune, Bangalore/Bengaluru",ug,"Data Science, Machine Learning, Python",full-time,750517.0,1-3,Data Scientist
KWALEE INDIA PRIVATE LIMITED,Bangalore/Bengaluru,,"Predictive Modeling, Hypothesis Testing, SEO, ASO, Philosophy, Python, SQL",contract,1443871.0,2-7,Data Scientist (Organic Growth)
TALENT500 TECH (INDIA) PRIVATE LIMITED,Remote,PG,"Data Science, SQL",,,6-11,Data Scientist - SQL Queries | Talent500
TeamPlus Staffing Solution Pvt Ltd,Bangalore/Bengaluru,Under-graduate,"Logistic regression, Basic, Machine learning, SQL, Python",full-time,1057554.0,3-10,Data Scientist- python/SQL
AXA Technology Services India Pvt. Ltd,Gurgaon/Gurugram,Post-graduate,"data science, Underwriting, Finance, Machine learning, Agile, Manager Technology, Actuarial, Natural language processing",,1658160.0,3-7,Associate Scientist- Data Science
Boston Consulting Group,"Mumbai, Delhi, Chennai, Bengaluru",ug,"Computer science, advanced analytics, SDS, data science, Artificial Intelligence, Project management, Machine learning, Management consulting",full-time,646860.0,6-10,DBCG IND - GAMMA Senior Data Scientist
Paytm,"Noida, Bangalore/Bengaluru",UG,"Data Science, Business Intelligence, R, Data Scientist, C + +, Hadoop, Data Mining, Data Visualization",full-time,650029.0,2-4,Data Science - Senior Data Scientist
Walmart,Bangalore/Bengaluru,PG,"IT Skills, Python, Software Development, Testing, Data Science, Machine Learning, Cloud, Product management",contract,1179828.0,5-9,Senior Data Scientist (IN4)
Walmart,Bangalore/Bengaluru,,"IT Skills, Python, Data Science, Machine Learning, Big Data, Supply chain, Data analysis, Web analytics",contract,316535.0,5-9,Senior Data Scientist
Kimberly-Clark Lever Limited,Bangalore/Bengaluru,,"Data analysis, SAP, SAS, Data modeling, RDBMS, Coding, Javascript, Agile",contract,701319.0,12-17,Sr. Data Scientist
Kimberly-Clark Lever Limited,Bangalore/Bengaluru,pg,"Procurement, Supply chain, C++, Data analysis, Networking, Data management, Data modeling, MySQL",contract,484386.0,10-15,Sr. Data Scientist
Flipkart,Bangalore/Bengaluru,PG,"deep learning, Statistical analysis, data science, Machine learning, Product planning, Predictive modeling, Research, Forecasting",,762529.0,5-8,Senior Data Scientist
Uber,Bangalore/Bengaluru,Post-graduate,"Computer science, Interpersonal skills, Project management, Technical Lead, Actuarial, data visualization, Bioinformatics, Analytics",full-time,,6-12,Sr Data Scientist
Walmart,Bangalore/Bengaluru,PG,"Unix, Supply chain, Linux, Machine learning, SCALA, Agile, Data mining, Forecasting",contract,1519794.0,9-12,Senior Data Scientist
Ericsson Global Services,Bangalore/Bengaluru,UG,"Open Source, Algorithms, Data Scientist, Neural Networks, Keras, Solid Programming, Machine Learning, Python",contract,1692159.0,10-12,Senior Data Scientist
Walmart,Bangalore/Bengaluru,ug,"Procurement, Computer science, Cloud computing, Data analysis, data science, Db2, Coding, Agile",full-time,1276744.0,5-9,Senior Data Scientist
Ericsson Global Services,Bangalore/Bengaluru,Under-graduate,"Bidding, Google Analytics, Data management, Social networking, Google AdWords, PHP, HTML, HTTP",contract,2499352.0,10-15,Senior Data Scientist
Flipkart,Bangalore/Bengaluru,UG,"data science, E-commerce, Statistics",contract,498021.0,5-8,Senior Data Scientist Grade12
Delhivery,Bangalore/Bengaluru,Post-graduate,"Operations research, Excel, Machine learning, Vice President, Mathematics, Management, Business intelligence, Operations",contract,528533.0,3-7,Senior Data Scientist I
Swiggy,Bangalore/Bengaluru,PG,"Product management, Publishing, Simulation, Machine learning, SCALA, Open source, SQL, Python",full-time,864602.0,2-7,Senior Staff Data Scientist
Uber,Bangalore/Bengaluru,Post-graduate,"Microstrategy, Computer science, Mobile technology, Web analytics, Data modeling, Social media, Javascript, Data mining",contract,1556312.0,2-7,Sr. Product Data Scientist
AT and T Global Business Services India P. Ltd.,Bangalore/Bengaluru,Post-graduate,"Computer science, Mobile technology, Network design, Data modeling, MySQL, Consulting, Machine learning, Data mining",full-time,2046569.0,8-10,Senior - Data Scientist
